TipoFamilia,Sucursal,Descripción_Canal,AÑO,MES,Nombre_Empl,Apellido_Empl,TotalVentas
ESTUCHERIA,Mendoza1,OnLine,2020,10,Barbara,Serna,7368.0
INFORMATICA,Castelar,Telefónica,2020,10,Tatiana,Arango,7357.02
INFORMATICA,Córdoba Quiroz,Presencial,2020,10,Gustavo,Cano,7357.02
ESTUCHERIA,Palermo 1,OnLine,2020,10,Felipe,Girando,7240.0
ESTUCHERIA,Moron,OnLine,2020,10,Brenda,Aguirre,7098.0
ESTUCHERIA,Palermo 2,OnLine,2020,10,Juan,Arango,6933.0
ESTUCHERIA,MDQ2,OnLine,2020,10,Jacobo,Guerra,6890.0
ESTUCHERIA,MDQ2,OnLine,2020,10,Marisa,Caro,6890.0
ESTUCHERIA,Flores,OnLine,2020,10,Gabriel,Rodas,6420.0
ESTUCHERIA,Flores,OnLine,2020,10,Cathy,Higuita,6420.0
INFORMATICA,Mendoza2,Telefónica,2020,10,Natalia,Arango,6412.12
INFORMATICA,Caseros,Telefónica,2020,10,Marcela,De santis,6412.12
INFORMATICA,Mendoza2,Telefónica,2020,10,Tomas,Guerrero,6412.12
ESTUCHERIA,San Isidro,OnLine,2020,10,Sebastian,Perez,6279.0
ESTUCHERIA,Vicente Lopez,OnLine,2020,10,Sara,Osorio,6279.0
INFORMATICA,Cabildo,OnLine,2020,10,Sergio,Posada,6078.16
INFORMATICA,Cabildo,OnLine,2020,10,Isabella,Marquez,6078.16
INFORMATICA,Flores,OnLine,2020,10,Gabriel,Rodas,6078.16
ESTUCHERIA,San Justo,OnLine,2020,10,Leonardo,Vasquez,6045.0
INFORMATICA,Caballito,OnLine,2020,10,Karla,Molina,5815.26
ESTUCHERIA,San Isidro,OnLine,2020,10,Alberto,Lopez,5734.0
ESTUCHERIA,Moron,Presencial,2020,10,Elena,Garces,5734.0
AUDIO,Moron,OnLine,2020,10,Felipe,Arango,5693.16
ESTUCHERIA,Rosario1,OnLine,2020,10,Sandra,Marulanda,5578.0
ESTUCHERIA,Córdoba Centro,OnLine,2020,10,Jessica,Peláez,5473.0
AUDIO,Palermo 1,OnLine,2020,10,Patricia,Diez,5431.14
INFORMATICA,Rosario2,OnLine,2020,10,Alberto,Arango,5401.4400000000005
ESTUCHERIA,Caseros,OnLine,2020,10,Eliana,Ramirez,5367.0
ESTUCHERIA,Lanus,OnLine,2020,10,Gustavo,Cortes,5367.0
ESTUCHERIA,Palermo 2,OnLine,2020,10,Julian,Duque,5367.0
ESTUCHERIA,Almagro,OnLine,2020,10,Julieth,Osorio,5367.0
INFORMATICA,Castelar,OnLine,2020,10,Luisa,Sierra,5353.26
ESTUCHERIA,Córdoba Quiroz,OnLine,2020,10,Lina,Mendez,5206.0
ESTUCHERIA,San Justo,OnLine,2020,10,Dinara,Lopez,5206.0
ESTUCHERIA,Flores,OnLine,2020,10,Mauricio,Arango,5206.0
GRABACION,Córdoba Centro,OnLine,2020,10,Julian,Lema,5119.84
INFORMATICA,Vicente Lopez,OnLine,2020,10,Ana Maria,Rodas,5115.0
INFORMATICA,Rosario2,OnLine,2020,10,Hernán,Salamanca,4928.22
INFORMATICA,Avellaneda,Telefónica,2020,10,Melisa,Saldarriaga,4928.22
INFORMATICA,Córdoba Quiroz,OnLine,2020,10,Carlos,Jimenez,4904.68
INFORMATICA,Cabildo,OnLine,2020,10,David,Lemus,4845.5
INFORMATICA,Cabildo,OnLine,2020,10,Estefania,Villegas,4845.5
ESTUCHERIA,Castelar,OnLine,2020,10,Luisa,Sierra,4710.0
ESTUCHERIA,Quilmes,Presencial,2020,10,Gonzalo,Giraldo,4710.0
ESTUCHERIA,Bariloche,OnLine,2020,10,Evelyn,Bustos,4506.0
ESTUCHERIA,Bariloche,OnLine,2020,10,Catalina,Vallejo,4506.0
ESTUCHERIA,Mendoza1,OnLine,2020,10,Raquel,Uribe,4482.0
ESTUCHERIA,Mendoza1,OnLine,2020,10,Dinora,Henao,4482.0
ESTUCHERIA,Mendoza1,OnLine,2020,10,Carolina,Muñoz,4482.0
ESTUCHERIA,Castelar,Telefónica,2020,10,Roberta,Toledo,4380.0
ESTUCHERIA,Córdoba Centro,OnLine,2020,10,Elena,Arroyave,4380.0
ESTUCHERIA,Vicente Lopez,OnLine,2020,10,Jesus,Hernandez,4346.0
ESTUCHERIA,Mendoza2,OnLine,2020,10,Camila,Hoyos,4346.0
ESTUCHERIA,San Justo,OnLine,2020,10,Barbara,Henao,4324.0
INFORMATICA,Vicente Lopez,OnLine,2020,10,Paula,Diaz,4197.6
ESTUCHERIA,Córdoba Quiroz,Telefónica,2020,10,Gonzalo,Florez,4186.0
INFORMATICA,Corrientes,OnLine,2020,10,Andrés,Peláez,4099.26
INFORMATICA,Flores,OnLine,2020,10,Susana,Ruiz,4085.4
ESTUCHERIA,Córdoba Centro,Presencial,2020,10,Marisa,Caro,4068.0
ESTUCHERIA,Córdoba Centro,Presencial,2020,10,Jacobo,Guerra,4068.0
ESTUCHERIA,Caseros,OnLine,2020,10,Rafael,Cortes,4066.0
ESTUCHERIA,Rosario2,OnLine,2020,10,Sofia,Acevedo,4054.0499999999997
ESTUCHERIA,Palermo 1,OnLine,2020,10,Sebastian,Carmona,3978.0
GRABACION,Alberdi,OnLine,2020,10,Estefania,Muñoz,3848.46
INFORMATICA,Moron,OnLine,2020,10,Angelica,Pulgarin,3847.36
INFORMATICA,Córdoba Centro,OnLine,2020,10,Oscar,Jaramillo,3847.36
INFORMATICA,Rosario1,OnLine,2020,10,Felipe,Guerra,3847.36
INFORMATICA,Palermo 2,OnLine,2020,10,Maria,Lema,3847.36
GABINETES,Palermo 1,OnLine,2020,10,Santiago,Jaramillo,3815.24
GABINETES,Cabildo,OnLine,2020,10,Luis,Melano,3815.24
GABINETES,Cabildo,OnLine,2020,10,Jorge,Zea,3815.24
ESTUCHERIA,Cabildo,OnLine,2020,10,Jeronimo,Burgos,3790.0
ESTUCHERIA,Cabildo,OnLine,2020,10,Mariana,Diaz,3790.0
ESTUCHERIA,Rosario1,OnLine,2020,10,José,Vallejo,3788.0
GABINETES,Castelar,OnLine,2020,10,Jesus,Bermudez,3764.6400000000003
INFORMATICA,Rosario2,OnLine,2020,10,Sofia,Acevedo,3712.5
ESTUCHERIA,Alberdi,OnLine,2020,10,Guillermo,Peláez,3578.0
ESTUCHERIA,Velez,Telefónica,2020,10,Santiago,Peppe,3573.0
ESTUCHERIA,Alberdi,OnLine,2020,10,Juan,Hernandez,3530.0
ESTUCHERIA,Castelar,OnLine,2020,10,Tatiana,Arango,3525.0
ESTUCHERIA,Rosario2,Telefónica,2020,10,Alejandra,Bermudez,3525.0
INFORMATICA,Mendoza1,OnLine,2020,10,Dinora,Henao,3497.56
INFORMATICA,Córdoba Quiroz,OnLine,2020,10,Gustavo,Cano,3497.56
INFORMATICA,Mendoza1,OnLine,2020,10,Raquel,Uribe,3497.56
INFORMATICA,Mendoza1,OnLine,2020,10,Carolina,Muñoz,3497.56
INFORMATICA,Flores,Presencial,2020,10,Gabriel,Rodas,3485.68
ESTUCHERIA,Velez,OnLine,2020,10,Antonio,Zerra,3477.0
ESTUCHERIA,Deposito,OnLine,2020,10,Rafael,Mendez,3462.0
BASES,Flores,Telefónica,2020,10,Mauricio,Arango,3390.0
ESTUCHERIA,Flores,OnLine,2020,10,Camila,Dominguez,3363.0
INFORMATICA,Alberdi,OnLine,2020,10,Jeronimo,Duque,3311.88
AUDIO,Almagro,OnLine,2020,10,Carlos,Gomez,3284.6
INFORMATICA,Castelar,OnLine,2020,10,Roberta,Toledo,3274.48
INFORMATICA,Velez,OnLine,2020,10,David,Gracía,3237.96
IMPRESIÓN,Corrientes,OnLine,2020,10,Samuel,Rico,3236.0
ESTUCHERIA,Velez,Presencial,2020,10,Francisco,Osorio,3210.0
INFORMATICA,Mendoza2,OnLine,2020,10,Catalina,Dominguez,3194.84
GAMING,San Justo,Telefónica,2020,10,Stepania,Zapata,3176.0
INFORMATICA,Palermo 2,Telefónica,2020,10,Luisa,Granda,3112.56
GAMING,Palermo 2,OnLine,2020,10,Dalia,Lemos,3084.0
INFORMATICA,Cerro de las Rosas,OnLine,2020,10,Estafania,Hincapie,3039.08
ESTUCHERIA,Flores,OnLine,2020,10,Carlos,Posada,3004.0
ESTUCHERIA,Córdoba Quiroz,Presencial,2020,10,Melisa,Gomez,3004.0
IMPRESIÓN,Flores,OnLine,2020,10,Carlos,Posada,2952.0
INFORMATICA,Moron,Presencial,2020,10,Lucero,Diaz,2807.64
IMPRESIÓN,Lanus,OnLine,2020,10,Carolina,Carmona,2800.0
ESTUCHERIA,Córdoba Centro,Telefónica,2020,10,Miguel,Ramirez,2789.0
ESTUCHERIA,Córdoba Centro,Telefónica,2020,10,Samuel,Sanchez,2789.0
INFORMATICA,Quilmes,OnLine,2020,10,Gonzalo,Giraldo,2771.56
INFORMATICA,Córdoba Centro,OnLine,2020,10,Jessica,Peláez,2771.56
ESTUCHERIA,Palermo 1,OnLine,2020,10,Patricia,Diez,2762.0
GABINETES,Rosario1,OnLine,2020,10,Sara,Palacio,2718.54
GABINETES,Caballito,OnLine,2020,10,Pamela,Serna,2713.2599999999998
GABINETES,Corrientes,OnLine,2020,10,Andrés,Peláez,2713.2599999999998
ESTUCHERIA,San Isidro,OnLine,2020,10,Daniel,Castrillón,2679.0
GABINETES,Córdoba Quiroz,Presencial,2020,10,Santiago,Gutierrez,2581.2599999999998
GABINETES,Castelar,OnLine,2020,10,Sofia,Marulanda,2581.2599999999998
GABINETES,Palermo 2,Telefónica,2020,10,Julian,Duque,2581.2599999999998
GABINETES,Lanus,OnLine,2020,10,Julian,Burgos,2581.2599999999998
GRABACION,Palermo 1,OnLine,2020,10,Patricia,Diez,2572.5
GRABACION,Velez,OnLine,2020,10,Santiago,Peppe,2559.92
GABINETES,Palermo 1,Telefónica,2020,10,José,Mendez,2509.76
AUDIO,Velez,OnLine,2020,10,Karen,Gomez,2456.52
AUDIO,Palermo 2,Telefónica,2020,10,Amalia,Vergara,2456.52
AUDIO,Corrientes,Telefónica,2020,10,Karina,Jimenez,2456.52
ESTUCHERIA,Mendoza1,OnLine,2020,10,Alicia,Castrillón,2456.0
GABINETES,Córdoba Centro,OnLine,2020,10,Marisa,Caro,2450.58
GABINETES,Córdoba Centro,OnLine,2020,10,Jacobo,Guerra,2450.58
GABINETES,Moron,OnLine,2020,10,Jorge,Idarraga,2450.58
ESTUCHERIA,Cabildo,OnLine,2020,10,Camilo,Berrio,2445.0
ESTUCHERIA,Corrientes,OnLine,2020,10,Gustavo,Mendez,2445.0
ESTUCHERIA,Alberdi,Presencial,2020,10,Eliana,Sanchez,2445.0
GABINETES,Velez,OnLine,2020,10,Tomas,Arias,2439.36
GABINETES,Caballito,Telefónica,2020,10,Victoria,Hincapie,2439.36
ESTUCHERIA,Moron,OnLine,2020,10,Daniel,Ospina,2367.0
ESTUCHERIA,Cabildo,OnLine,2020,10,Francisco,Arias,2366.0
ESTUCHERIA,Avellaneda,OnLine,2020,10,Alejandra,Posada,2364.0
ESTUCHERIA,Almagro,OnLine,2020,10,Lina,Villamizar,2364.0
ESTUCHERIA,Cabildo,OnLine,2020,10,David,Lemus,2355.0
ESTUCHERIA,Cabildo,OnLine,2020,10,Estefania,Villegas,2355.0
ESTUCHERIA,MDQ2,OnLine,2020,10,Cathy,Sierra,2350.0
ESTUCHERIA,Palermo 2,OnLine,2020,10,Luisa,Granda,2350.0
ESTUCHERIA,Córdoba Quiroz,OnLine,2020,10,Gonzalo,Florez,2337.0
ESTUCHERIA,Almagro,OnLine,2020,10,Melisa,Uribe,2318.0
ESTUCHERIA,Cabildo,OnLine,2020,10,Karen,Restrepo,2274.0
ESTUCHERIA,Mendoza2,OnLine,2020,10,Tomas,Guerrero,2268.0
ESTUCHERIA,Mendoza2,OnLine,2020,10,Natalia,Arango,2268.0
BASES,Mendoza1,OnLine,2020,10,Barbara,Serna,2260.0
ESTUCHERIA,Rosario1,Telefónica,2020,10,David,Toledo,2259.0
ESTUCHERIA,San Isidro,Presencial,2020,10,Alberto,Lopez,2259.0
INFORMATICA,Moron,OnLine,2020,10,Jorge,Idarraga,2158.64
IMPRESIÓN,Velez,OnLine,2020,10,José,Suarez,2021.0
GABINETES,Palermo 1,Telefónica,2020,10,Sebastian,Carmona,1958.22
IMPRESIÓN,Moron,OnLine,2020,10,Carmen,Uribe,1938.0
ESTUCHERIA,MDQ2,OnLine,2020,10,Gabriel,Rodríguez,1906.0
ESTUCHERIA,La Plata,Telefónica,2020,10,Juliana,Ospina,1884.0
IMPRESIÓN,Rosario2,OnLine,2020,10,Ana Maria,Arango,1875.0
GRABACION,Velez,OnLine,2020,10,Karen,Gomez,1798.5
AUDIO,Flores,OnLine,2020,10,Sandra,Cano,1794.76
AUDIO,MDQ2,OnLine,2020,10,Mariana,Guerrero,1794.76
IMPRESIÓN,Vicente Lopez,OnLine,2020,10,Sara,Osorio,1794.0
GABINETES,Flores,OnLine,2020,10,Natalia,Aristizabal,1720.84
GABINETES,Vicente Lopez,OnLine,2020,10,Felipe,Dominguez,1720.84
GABINETES,Lanus,OnLine,2020,10,Samuel,Franco,1720.84
IMPRESIÓN,Lanus,OnLine,2020,10,Marisa,Villegas,1710.0
IMPRESIÓN,Flores,Telefónica,2020,10,Adriana,Hoyos,1689.0
IMPRESIÓN,Castelar,Telefónica,2020,10,Luisa,Sierra,1680.0
IMPRESIÓN,Cerro de las Rosas,Presencial,2020,10,Victoria,Marquez,1680.0
IMPRESIÓN,Palermo 1,OnLine,2020,10,Elena,Perez,1680.0
IMPRESIÓN,Flores,OnLine,2020,10,Camila,Dominguez,1680.0
IMPRESIÓN,Cerro de las Rosas,Presencial,2020,10,Evelyn,Palacio,1680.0
IMPRESIÓN,Deposito,OnLine,2020,10,Camilo,Jimenez,1680.0
AUDIO,La Plata,OnLine,2020,10,Diana,Peláez,1646.48
AUDIO,Rosario1,OnLine,2020,10,José,Vallejo,1638.12
AUDIO,Corrientes,OnLine,2020,10,Jessica,Marquez,1637.68
AUDIO,San Justo,OnLine,2020,10,Dinara,Lopez,1637.68
AUDIO,Almagro,Presencial,2020,10,Julieth,Osorio,1637.68
INFORMATICA,Palermo 1,Telefónica,2020,10,Felipe,Girando,1637.24
GABINETES,Corrientes,OnLine,2020,10,Manuela,Casadiegos,1633.72
GABINETES,Corrientes,OnLine,2020,10,Maritza,Muñoz,1633.72
ESTUCHERIA,San Isidro,Presencial,2020,10,Carmen,Vasquez,1630.0
ESTUCHERIA,La Plata,Presencial,2020,10,Pamela,Diaz,1630.0
ESTUCHERIA,La Plata,OnLine,2020,10,Juliana,Ospina,1630.0
BASES,Avellaneda,OnLine,2020,10,Alejandra,Posada,1626.0
GABINETES,Mendoza1,Telefónica,2020,10,Dinora,Henao,1611.72
GABINETES,Mendoza1,Telefónica,2020,10,Raquel,Uribe,1611.72
GABINETES,Mendoza1,Telefónica,2020,10,Carolina,Muñoz,1611.72
INFORMATICA,Caseros,Telefónica,2020,10,Estefania,Villegas,1591.48
INFORMATICA,Caseros,Telefónica,2020,10,David,Lemus,1591.48
ESTUCHERIA,San Justo,OnLine,2020,10,Elisa,Mota,1578.0
ESTUCHERIA,Rosario1,OnLine,2020,10,Luis,Sierra,1578.0
ESTUCHERIA,Mendoza1,Presencial,2020,10,Elisa,Vasquez,1558.0
INFORMATICA,Palermo 2,Telefónica,2020,10,Monica,Arango,1556.28
IMPRESIÓN,Velez,Telefónica,2020,10,Santiago,Peppe,1545.0
IMPRESIÓN,Velez,OnLine,2020,10,Tomas,Arias,1545.0
IMPRESIÓN,Palermo 1,OnLine,2020,10,Sebastian,Carmona,1545.0
IMPRESIÓN,Córdoba Centro,OnLine,2020,10,Oscar,Jaramillo,1545.0
IMPRESIÓN,Vicente Lopez,Presencial,2020,10,Paula,Diaz,1534.0
INFORMATICA,MDQ1,OnLine,2020,10,Elisa,Perez,1525.92
IMPRESIÓN,Alberdi,OnLine,2020,10,David,Jaramillo,1521.0
ESTUCHERIA,Lanus,OnLine,2020,10,Jessica,De santis,1514.0
IMPRESIÓN,MDQ2,OnLine,2020,10,Gabriel,Rodríguez,1511.0
IMPRESIÓN,La Plata,Presencial,2020,10,Pablo,Carmona,1506.0
ESTUCHERIA,Bariloche,Telefónica,2020,10,Jacobo,Higuita,1506.0
IMPRESIÓN,San Isidro,OnLine,2020,10,Alberto,Lopez,1494.0
IMPRESIÓN,Lanus,OnLine,2020,10,Jessica,De santis,1494.0
IMPRESIÓN,Mendoza2,OnLine,2020,10,Tomas,Guerrero,1494.0
IMPRESIÓN,Palermo 1,OnLine,2020,10,Tomas,Ramirez,1494.0
IMPRESIÓN,Palermo 1,OnLine,2020,10,Patricia,Diez,1494.0
IMPRESIÓN,Córdoba Quiroz,OnLine,2020,10,Paula,Cock,1494.0
IMPRESIÓN,Quilmes,OnLine,2020,10,Raquel,Diaz,1494.0
IMPRESIÓN,Mendoza2,OnLine,2020,10,Natalia,Arango,1494.0
IMPRESIÓN,Córdoba Quiroz,OnLine,2020,10,Karina,Marquez,1494.0
ESTUCHERIA,Alberdi,OnLine,2020,10,Evelyn,Diaz,1488.0
ESTUCHERIA,MDQ2,OnLine,2020,10,Evelyn,Bustos,1478.0
ESTUCHERIA,MDQ2,OnLine,2020,10,Catalina,Vallejo,1478.0
ESTUCHERIA,Caballito,Presencial,2020,10,Gonzalo,Betancur,1478.0
GABINETES,Córdoba Quiroz,OnLine,2020,10,Lina,Mendez,1459.26
GABINETES,Flores,OnLine,2020,10,Susana,Ruiz,1459.26
"",Moron,OnLine,2020,10,Felipe,Arango,1454.0
"",Rosario1,Telefónica,2020,10,Juan,Bermudez,1454.0
IMPRESIÓN,Palermo 2,Telefónica,2020,10,Diana,Caro,1449.0
BASES,San Justo,OnLine,2020,10,Leonardo,Vasquez,1443.0
INFORMATICA,La Plata,Presencial,2020,10,Juliana,Ospina,1423.4
ESTUCHERIA,Bariloche,OnLine,2020,10,Sandra,Gomez,1368.0
INFORMATICA,Palermo 1,Telefónica,2020,10,Tomas,Ramirez,1366.42
INFORMATICA,Lanus,OnLine,2020,10,Marisa,Villegas,1360.48
IMPRESIÓN,MDQ2,OnLine,2020,10,Camila,Girando,1305.0
AUDIO,Rosario2,OnLine,2020,10,Lisa,Toledo,1290.96
IMPRESIÓN,Avellaneda,OnLine,2020,10,Lina,Merizalde,1286.0
IMPRESIÓN,Flores,OnLine,2020,10,Susana,Ruiz,1286.0
INFORMATICA,Córdoba Quiroz,OnLine,2020,10,Melisa,Gomez,1277.32
INFORMATICA,Velez,OnLine,2020,10,Karen,Gomez,1265.8799999999999
IMPRESIÓN,Palermo 1,OnLine,2020,10,José,Mendez,1263.0
GABINETES,Palermo 1,OnLine,2020,10,Sebastian,Carmona,1254.88
ESTUCHERIA,Corrientes,OnLine,2020,10,Samuel,Rico,1250.0
IMPRESIÓN,Almagro,OnLine,2020,10,Alejandra,Florez,1250.0
IMPRESIÓN,Córdoba Centro,OnLine,2020,10,Julian,Lema,1239.0
IMPRESIÓN,Palermo 2,OnLine,2020,10,Federico,Arroyave,1227.0
IMPRESIÓN,Palermo 2,OnLine,2020,10,Virginia,Saldarriaga,1227.0
BASES,Cerro de las Rosas,OnLine,2020,10,Pablo,Molina,1220.0
IMPRESIÓN,Bariloche,OnLine,2020,10,Gabriel,Osorio,1196.0
ESTUCHERIA,Corrientes,OnLine,2020,10,Andrés,Peláez,1191.0
BASES,Rosario1,OnLine,2020,10,Santiago,Diez,1174.0
GABINETES,MDQ1,OnLine,2020,10,Carlos,Cifuentes,1169.52
GABINETES,Córdoba Centro,OnLine,2020,10,Elena,Arroyave,1169.52
IMPRESIÓN,Quilmes,OnLine,2020,10,Gonzalo,Giraldo,1161.0
IMPRESIÓN,San Isidro,OnLine,2020,10,Sebastian,Perez,1161.0
IMPRESIÓN,Bariloche,OnLine,2020,10,Jacobo,Higuita,1140.0
ESTUCHERIA,Almagro,OnLine,2020,10,Carlos,Gomez,1137.0
ESTUCHERIA,Avellaneda,OnLine,2020,10,Monica,Santana,1137.0
BASES,Caseros,OnLine,2020,10,Jose,Carmona,1130.0
IMPRESIÓN,Moron,OnLine,2020,10,Brenda,Aguirre,1126.0
IMPRESIÓN,San Isidro,OnLine,2020,10,Daniel,Castrillón,1124.0
IMPRESIÓN,Cabildo,OnLine,2020,10,Antonio,Merizalde,1122.0
IMPRESIÓN,Palermo 1,Presencial,2020,10,Tomas,Ramirez,1120.0
IMPRESIÓN,La Plata,OnLine,2020,10,Pablo,Carmona,1120.0
IMPRESIÓN,Palermo 2,OnLine,2020,10,Juan,Arango,1120.0
IMPRESIÓN,Córdoba Quiroz,OnLine,2020,10,Lina,Mendez,1120.0
IMPRESIÓN,Rosario1,Presencial,2020,10,Santiago,Diez,1119.0
GRABACION,Cabildo,Presencial,2020,10,Federico,Arroyave,1109.46
GRABACION,Cabildo,Presencial,2020,10,Virginia,Saldarriaga,1109.46
INFORMATICA,Córdoba Quiroz,OnLine,2020,10,Simón,Osorio,1086.36
BASES,Rosario2,OnLine,2020,10,Carmen,Arango,1084.0
BASES,Vicente Lopez,OnLine,2020,10,Luisa,Pailos,1084.0
BASES,Caballito,OnLine,2020,10,Gonzalo,Betancur,1084.0
IMPRESIÓN,Rosario1,OnLine,2020,10,Juan,Bermudez,1062.0
AUDIO,Caballito,Presencial,2020,10,Pablo,Rojas,1059.96
IMPRESIÓN,Castelar,OnLine,2020,10,Sara,Vallejo,1038.0
IMPRESIÓN,Moron,Presencial,2020,10,Jorge,Idarraga,1030.0
IMPRESIÓN,MDQ1,OnLine,2020,10,Miguel,Mendez,1030.0
IMPRESIÓN,Lanus,Telefónica,2020,10,Samuel,Franco,1030.0
IMPRESIÓN,Deposito,OnLine,2020,10,Jose,Cano,1030.0
IMPRESIÓN,San Isidro,Telefónica,2020,10,Sebastian,Perez,1030.0
GABINETES,Caseros,OnLine,2020,10,Marcela,De santis,1024.76
GABINETES,Flores,OnLine,2020,10,Catalina,Osorio,1024.76
GABINETES,MDQ2,OnLine,2020,10,Cathy,Sierra,1024.76
BASES,San Isidro,OnLine,2020,10,Hernán,Jaramillo,1024.0
BASES,Quilmes,OnLine,2020,10,Raquel,Diaz,1024.0
BASES,Córdoba Centro,OnLine,2020,10,Samuel,Sanchez,1024.0
BASES,Córdoba Centro,OnLine,2020,10,Miguel,Ramirez,1024.0
BASES,Palermo 1,OnLine,2020,10,Elena,Perez,1024.0
IMPRESIÓN,Flores,OnLine,2020,10,Sandra,Cano,1016.0
IMPRESIÓN,Vicente Lopez,OnLine,2020,10,Alejandra,Gomez,1014.0
IMPRESIÓN,Rosario2,OnLine,2020,10,Alberto,Arango,1004.0
IMPRESIÓN,Cerro de las Rosas,OnLine,2020,10,Carla,Betancur,1004.0
IMPRESIÓN,Flores,OnLine,2020,10,Gabriel,Rodas,996.0
IMPRESIÓN,Cerro de las Rosas,OnLine,2020,10,Hilda,Betancurt,996.0
GABINETES,Lanus,OnLine,2020,10,Karina,Berrio,972.84
IMPRESIÓN,Córdoba Centro,OnLine,2020,10,Miguel,Duque,970.0
LIMPIEZA,MDQ1,OnLine,2020,10,Mauricio,Jaramillo,963.0
LIMPIEZA,MDQ1,OnLine,2020,10,Adriana,Melano,963.0
GRABACION,San Justo,OnLine,2020,10,Juliana,Castrillón,963.0
LIMPIEZA,Palermo 1,OnLine,2020,10,Patricia,Diez,963.0
IMPRESIÓN,Cabildo,OnLine,2020,10,Luis,Melano,951.0
IMPRESIÓN,Cabildo,OnLine,2020,10,Jorge,Zea,951.0
IMPRESIÓN,Mendoza1,OnLine,2020,10,Leonardo,Zapata,922.0
INFORMATICA,Palermo 2,OnLine,2020,10,Alexandra,Guerrero,915.64
INFORMATICA,San Isidro,OnLine,2020,10,Hernán,Jaramillo,915.64
INFORMATICA,Palermo 2,OnLine,2020,10,Cristina,Cock,915.64
GRABACION,Corrientes,Telefónica,2020,10,Maritza,Muñoz,912.0
GRABACION,Corrientes,Telefónica,2020,10,Manuela,Casadiegos,912.0
ESTUCHERIA,Castelar,OnLine,2020,10,Paula,Palacio,912.0
GABINETES,Castelar,OnLine,2020,10,Cristina,Cock,904.42
GABINETES,Castelar,OnLine,2020,10,Alexandra,Guerrero,904.42
IMPRESIÓN,Cerro de las Rosas,Telefónica,2020,10,Carla,Betancur,884.0
IMPRESIÓN,Deposito,OnLine,2020,10,Daniela,Rico,884.0
IMPRESIÓN,Palermo 2,OnLine,2020,10,Diana,Caro,876.0
IMPRESIÓN,Córdoba Quiroz,Telefónica,2020,10,Santiago,Gutierrez,874.0
IMPRESIÓN,Cabildo,Telefónica,2020,10,Estefania,Villegas,874.0
IMPRESIÓN,Cabildo,Telefónica,2020,10,David,Lemus,874.0
IMPRESIÓN,Vicente Lopez,OnLine,2020,10,Felipe,Dominguez,870.0
IMPRESIÓN,Mendoza1,OnLine,2020,10,Barbara,Serna,870.0
IMPRESIÓN,Vicente Lopez,Telefónica,2020,10,Paula,Diaz,844.0
IMPRESIÓN,Rosario2,Telefónica,2020,10,Alejandra,Bermudez,844.0
INFORMATICA,Córdoba Quiroz,OnLine,2020,10,Gonzalo,Florez,843.92
LIMPIEZA,Cerro de las Rosas,OnLine,2020,10,Carla,Betancur,837.0
IMPRESIÓN,Córdoba Centro,Telefónica,2020,10,Samuel,Sanchez,828.0
IMPRESIÓN,Caballito,OnLine,2020,10,Pamela,Serna,828.0
IMPRESIÓN,Córdoba Centro,Telefónica,2020,10,Miguel,Ramirez,828.0
IMPRESIÓN,Cerro de las Rosas,Presencial,2020,10,Pablo,Molina,828.0
IMPRESIÓN,Cabildo,OnLine,2020,10,Virginia,Saldarriaga,826.0
IMPRESIÓN,Cabildo,OnLine,2020,10,Federico,Arroyave,826.0
AUDIO,Córdoba Quiroz,OnLine,2020,10,Amalia,Castro,818.84
AUDIO,Almagro,Presencial,2020,10,Melisa,Uribe,818.84
ESTUCHERIA,San Justo,OnLine,2020,10,Manuel,Toro,815.0
BASES,Rosario2,OnLine,2020,10,Jesus,Casadiegos,796.0
IMPRESIÓN,Alberdi,Telefónica,2020,10,Estefania,Muñoz,778.0
IMPRESIÓN,Deposito,OnLine,2020,10,Rafael,Mendez,774.0
IMPRESIÓN,Rosario2,OnLine,2020,10,Sofia,Acevedo,774.0
BASES,Palermo 2,Telefónica,2020,10,Diana,Caro,774.0
BASES,Velez,OnLine,2020,10,Karen,Gomez,774.0
INFORMATICA,Caballito,Telefónica,2020,10,Victoria,Hincapie,762.96
GRABACION,Alberdi,Telefónica,2020,10,Jeronimo,Duque,755.92
GRABACION,Moron,Presencial,2020,10,Alberto,Peláez,755.92
GRABACION,Flores,OnLine,2020,10,Natalia,Aristizabal,753.28
IMPRESIÓN,Córdoba Centro,Presencial,2020,10,Elena,Arroyave,748.0
IMPRESIÓN,Moron,OnLine,2020,10,Andrea,Carmona,746.0
ESTUCHERIA,Mendoza2,OnLine,2020,10,Catalina,Aristizabal,744.0
GABINETES,Avellaneda,OnLine,2020,10,Alejandra,Posada,739.2
VARIOS,Rosario1,OnLine,2020,10,Juan,Bermudez,735.0
IMPRESIÓN,La Plata,OnLine,2020,10,Juliana,Ospina,708.0
BASES,Bariloche,OnLine,2020,10,Juan,Rodas,708.0
BASES,Bariloche,OnLine,2020,10,Julieta,Rico,708.0
IMPRESIÓN,Cerro de las Rosas,Telefónica,2020,10,Victoria,Marquez,708.0
IMPRESIÓN,Cerro de las Rosas,Telefónica,2020,10,Evelyn,Palacio,708.0
AUDIO,Caseros,OnLine,2020,10,Jeronimo,Burgos,706.64
AUDIO,Mendoza1,Telefónica,2020,10,Mauricio,Mota,706.64
AUDIO,Quilmes,OnLine,2020,10,Santiago,Idarraga,706.64
